"run","verifierSetUpCPU","verifierSetUpMemory","verifierSetUpTime","proverCPU","proverMemory","proverTime","verifierVerifyCPU","verifierVerifyMemory","verifierVerifyTime"
384, 498.09, 507.94, 708.48, 849.64, 453.30, 339.98, 14.60, 453.30, 0.02
385, 480.54, 508.11, 737.05, 862.45, 453.38, 334.34, 8.92, 453.38, 0.02
386, 486.72, 507.82, 736.20, 871.40, 453.68, 340.50, 17.49, 453.68, 0.01
387, 494.62, 508.33, 722.75, 860.38, 453.72, 328.12, 9.06, 453.72, 0.02
388, 488.51, 507.91, 719.18, 843.80, 453.70, 340.19, 11.68, 453.70, 0.01
389, 479.86, 508.06, 719.14, 836.04, 453.78, 343.25, 8.65, 453.78, 0.01
390, 486.60, 508.08, 718.51, 848.09, 453.72, 340.13, 11.66, 453.72, 0.02
391, 490.10, 507.95, 723.47, 861.32, 453.45, 348.67, 8.56, 453.45, 0.01
392, 474.12, 508.07, 722.60, 872.18, 453.64, 329.76, 15.04, 453.64, 0.01
393, 489.88, 507.94, 720.12, 848.09, 453.27, 340.37, 5.83, 453.27, 0.01
394, 481.38, 508.22, 718.00, 865.43, 453.75, 333.61, 8.92, 453.75, 0.01
395, 467.52, 507.89, 719.30, 851.19, 453.62, 337.50, 17.55, 453.62, 0.02
396, 493.46, 508.12, 725.86, 867.54, 453.62, 330.05, 15.01, 453.62, 0.01
397, 486.54, 507.92, 723.62, 878.01, 453.51, 325.40, 15.30, 453.51, 0.02
398, 499.66, 507.73, 723.88, 831.43, 453.61, 346.48, 5.71, 453.61, 0.02
399, 477.82, 508.05, 722.05, 841.80, 453.32, 345.08, 8.65, 453.32, 0.01
400, 485.59, 508.11, 723.12, 847.40, 453.77, 344.72, 11.49, 453.77, 0.01
